,type,title,listed_in,score
763,movie,brink!,"coming of age, drama, sports",3.7
764,movie,brother bear,"action-adventure, animation, family",3.5
765,movie,brother bear 2,"action-adventure, animation, family",3.5
766,movie,buffalo dreams,"buddy, coming of age, drama",3.6
768,movie,burn-e,"animation, comedy, family",3.5
769,movie,cadet kelly,"comedy, coming of age",3.5
770,movie,camp nowhere,"comedy, coming of age, family",3.6
771,movie,camp rock,"coming of age, music, musical",3.5
772,movie,camp rock 2: the final jam,"coming of age, music, musical",3.5
773,movie,can of worms,"comedy, coming of age, science fiction",3.5
774,movie,candleshoe,"comedy, coming of age, crime",3.5
775,movie,canine caddy,"animation, comedy, family",3.6
776,movie,cars,"animation, comedy, family",3.6
777,movie,cars 2,"animation, comedy, family",3.6
778,movie,cars 3,"animation, comedy, family",3.5
779,movie,cars toon: air mater,"animation, comedy, family",3.5
780,movie,cars toon: heavy metal mater,"animation, comedy, family",3.5
781,movie,cars toon: hiccups,"animation, comedy, family",3.5
782,movie,cars toon: mater private eye,"animation, comedy, family",3.5
783,movie,cars toon: mater the greater,"animation, comedy, family",3.5
784,movie,cars toon: monster truck mater,"animation, comedy, family",3.6
785,movie,cars toon: the radiator springs 500 1/2,"animation, comedy, family",3.5
786,movie,casebusters,"drama, family, mystery",3.5
787,movie,cheetah,"action-adventure, animals & nature, family",3.6
788,movie,chef donald,"animation, comedy, family",3.5
789,movie,chicken little,"animation, comedy, disaster",3.6
791,movie,chip an' dale,"animation, comedy, family",3.5
792,movie,cinderella,"animation, family, fantasy",3.6
793,movie,cinderella ii: dreams come true,"animation, fantasy, kids",3.6
794,movie,cinderella iii: a twist in time,"animation, fantasy, kids",3.5
795,movie,clock cleaners,"animation, comedy, family",3.5
796,movie,cloud 9,sports,3.6
797,movie,college road trip,"comedy, coming of age, family",3.5
798,movie,confessions of a teenage drama queen,"comedy, coming of age",3.5
800,movie,corn chips,"animation, comedy, family",3.5
801,movie,cow belles,"comedy, coming of age",3.5
803,movie,dadnapped,"comedy, mystery",3.5
804,movie,darby o'gill and the little people,"family, fantasy, romance",3.5
806,movie,davy crockett and the river pirates,"action-adventure, family, historical",3.5
807,movie,"davy crockett, king of the wild frontier","action-adventure, family, historical",3.5
808,movie,day & night,"animation, comedy, family",3.4
809,movie,decorating disney: holiday magic,"documentary, family, reality",3.6
810,movie,deep blue,"animals & nature, documentary, family",3.5
811,movie,descendants 2,"coming of age, fantasy, musical",3.5
812,movie,diary of a wimpy kid,"comedy, family",3.5
813,movie,dinosaur,"action-adventure, animation, family",3.5
814,movie,disney adventures in babysitting,"action-adventure, comedy, coming of age",3.7
815,movie,disney avalon high,"coming of age, fantasy",3.5
816,movie,disney bad hair day,"buddy, comedy, coming of age",3.5
818,movie,disney den brother,"comedy, coming of age",3.5
819,movie,disney descendants,"coming of age, fantasy, musical",3.6
825,movie,disney girl vs. monster,"action-adventure, comedy, fantasy",3.6
840,movie,disney under the sea: a descendants short story,"fantasy, musical, thriller",3.5
843,movie,disney's fairy tale weddings,"family, lifestyle, reality",3.6
844,movie,disney's fairy tale weddings: holiday magic,"family, lifestyle, reality",3.5
851,movie,disney's the kid,"comedy, drama, family",3.6
853,movie,disneyland around the seasons (walt disney's wonderful world of color: 1961-69),"documentary, family, variety",3.5
854,movie,disneynature african cats,"animals & nature, documentary, family",3.5
855,movie,disneynature bears,"animals & nature, documentary, family",3.6
856,movie,disneynature born in china,"animals & nature, documentary, family",3.6
857,movie,disneynature chimpanzee,"animals & nature, documentary, family",3.6
858,movie,disneynature crimson wing,"animals & nature, documentary, family",3.5
859,movie,disneynature monkey kingdom,"animals & nature, documentary, family",3.6
860,movie,disneynature wings of life,"animals & nature, documentary, family",3.6
862,movie,don't look under the bed,"coming of age, fantasy",3.5
863,movie,donald's golf game,"animation, comedy, family",3.5
864,movie,donald's tire trouble,"animation, comedy, family",3.6
865,movie,double teamed,"biographical, sports",3.5
866,movie,doug's 1st movie,"animation, comedy, family",3.6
868,movie,ducktales the movie: treasure of the lost lamp,"action-adventure, animation, comedy",3.6
869,movie,dug's special mission,"animation, comedy, family",3.6
870,movie,dumbo,"action-adventure, family, fantasy",3.5
871,movie,early to bed,"animation, comedy, family",3.5
872,movie,earth live,"animals & nature, documentary, family",3.6
873,movie,easter island unsolved,"documentary, historical",3.5
874,movie,eddie's million dollar cook-off,"comedy, coming of age, sports",3.4
875,movie,eight below,"action-adventure, animals & nature, drama",3.5
877,movie,emil and the detectives,"action-adventure, crime, family",3.6
878,movie,empire of dreams: the story of the star wars trilogy,documentary,3.5
880,movie,escape to witch mountain,"action-adventure, family, fantasy",3.6
882,movie,expedition mars: spirit & opportunity,documentary,3.6
883,movie,fantasia,"animation, family, fantasy",3.5
884,movie,fantasia 2000,"animation, family, fantasy",3.5
887,movie,ferdinand the bull,"animation, comedy, family",3.5
888,movie,finding dory,"action-adventure, animation, comedy",3.4
889,movie,finding nemo,"action-adventure, animation, comedy",3.5
890,movie,first kid,"buddy, comedy, coming of age",3.6
891,movie,flight of the navigator,"action-adventure, science fiction",3.6
892,movie,float,"animation, family, fantasy",3.5
893,movie,flowers and trees,"animation, family, kids",3.5
894,movie,flubber,"comedy, family, science fiction",3.5
895,movie,food for feudin',"animation, comedy, family",3.5
896,movie,for the birds,"animation, comedy, family",3.5
897,movie,forky asks a question: what is money?,"animation, comedy, family",3.5
898,movie,frank and ollie,"biographical, documentary",3.6
899,movie,frankenweenie (short),"drama, parody, science fiction",3.5
900,movie,freaky friday,"comedy, family, fantasy",3.5
901,movie,free solo,"action-adventure, documentary, sports",3.5
902,movie,frenemies,"anthology, comedy, coming of age",3.6
903,movie,frozen,"animation, family, fantasy",3.5
904,movie,full-court miracle,"coming of age, drama, sports",3.5
905,movie,fun and fancy free,"action-adventure, animation, comedy",3.6
906,movie,fuzzbucket,"buddy, comedy, coming of age",3.5
908,movie,geek charming,"comedy, coming of age, drama",3.5
909,movie,genius,"comedy, coming of age",3.5
910,movie,george & a.j.,"animation, comedy, family",3.5
911,movie,geri's game,"animation, family, kids",3.5
912,movie,get a clue,"drama, mystery",3.5
913,movie,giants of the deep blue,"animals & nature, documentary, family",3.5
915,movie,go figure,"coming of age, sports",3.5
916,movie,going to the mat,"coming of age, sports",3.5
918,movie,"good luck charlie, it's christmas!","comedy, coming of age, family",3.6
920,movie,gotta kick it up,"coming of age, dance, drama",3.5
921,movie,grand canyonscope,"animation, comedy, family",3.6
922,movie,grasshopper and the ants,"animation, family, music",3.5
924,movie,greyfriars bobby,"animals & nature, drama, family",3.6
925,movie,gus,"animals & nature, comedy, family",3.5
926,movie,halloweentown,"action-adventure, comedy, coming of age",3.6
927,movie,halloweentown high,"action-adventure, comedy, fantasy",3.5
928,movie,halloweentown ii: kalabar's revenge,"action-adventure, fantasy",3.6
931,movie,hannah montana and miley cyrus: best of both worlds concert,"concert film, documentary, music",3.6
932,movie,hannah montana the movie,"comedy, coming of age, drama",3.5
933,movie,hatching pete,"comedy, coming of age",3.6
934,movie,hawaiian holiday,"animation, comedy, family",3.5
935,movie,heavyweights,"comedy, family",3.5
936,movie,herbie goes bananas,"action-adventure, comedy, family",3.5
937,movie,herbie goes to monte carlo,"action-adventure, comedy, family",3.6
938,movie,herbie rides again,"comedy, family, romantic comedy",3.5
939,movie,hercules,"action-adventure, animation, comedy",3.5
940,movie,high school musical,"coming of age, musical, romance",3.6
941,movie,high school musical 2,"coming of age, musical",3.6
942,movie,high school musical 3: senior year,"coming of age, family, musical",3.5
944,movie,hocus pocus,"comedy, family, fantasy",3.6
945,movie,home on the range,"animation, comedy, family",3.5
946,movie,"honey, i blew up the kid","comedy, family, science fiction",3.5
947,movie,"honey, i shrunk the kids","action-adventure, comedy, family",3.5
948,movie,"honey, we shrunk ourselves","action-adventure, comedy, fantasy",3.5
949,movie,horse sense,"coming of age, drama",3.5
951,movie,hounded,"animals & nature, comedy, coming of age",3.5
952,movie,how dogs got their shapes,"animals & nature, documentary, family",3.4
953,movie,how to build a better boy,"action-adventure, comedy, science fiction",3.4
954,movie,how to fish,"animation, comedy, family",3.6
955,movie,how to swim,"animation, family, parody",3.6
957,movie,i'll be home for christmas,"action-adventure, comedy, coming of age",3.5
958,movie,ice age: the great egg-scapade,"animation, comedy, family",3.6
959,movie,ice princess,"coming of age, drama, romance",3.5
960,movie,inner workings,"animation, comedy, family",3.4
961,movie,inside out,"animation, coming of age, family",3.5
962,movie,inspector gadget,"action-adventure, comedy, family",3.6
963,movie,inspector gadget 2,"action-adventure, comedy, family",3.6
964,movie,into the grand canyon,"action-adventure, animals & nature, documentary",3.5
965,movie,into the okavango,"action-adventure, animals & nature, documentary",3.5
966,movie,invincible,"biographical, family, sports",3.5
967,movie,invisible sister,"comedy, science fiction",3.5
970,movie,iron will,"action-adventure, coming of age, family",3.5
971,movie,jack,"comedy, coming of age, drama",3.5
972,movie,jack-jack attack,"animation, comedy, family",3.5
973,movie,james and the giant peach,"action-adventure, animation, family",3.6
974,movie,jane,"animals & nature, biographical, documentary",3.5
976,movie,jingle pols,"animals & nature, documentary, medical",3.6
977,movie,johnny kapahala: back on board,"coming of age, drama, sports",3.5
978,movie,johnny tsunami,"coming of age, drama, sports",3.4
979,movie,jonas brothers: the concert experience,"concert film, documentary, music",3.6
980,movie,journey to shark eden,"action-adventure, animals & nature, documentary",3.6
981,movie,journey to the center of the earth,"action-adventure, family, science fiction",3.5
982,movie,jump in!,"coming of age, dance, sports",3.5
983,movie,jumping ship,"action-adventure, coming of age",3.5
984,movie,jungle 2 jungle,"comedy, family",3.5
985,movie,jungle cat,"animals & nature, documentary, family",3.5
986,movie,kazaam,"action-adventure, comedy, family",3.5
988,movie,kim possible,"action-adventure, comedy, coming of age",3.5
989,movie,kim possible movie: so the drama,"action-adventure, animation, coming of age",3.5
990,movie,kingdom of the apes: battle lines,"animals & nature, documentary",3.6
991,movie,kingdom of the blue whale,"animals & nature, documentary, family",3.6
993,movie,kitbull,"animation, buddy, comedy",3.5
994,movie,knick knack theatrical short,"animation, family, kids",3.5
995,movie,kronk's new groove,"animation, comedy, coming of age",3.6
996,movie,la luna,"animation, coming of age, family",3.5
998,movie,lady and the tramp,"action-adventure, comedy, family",3.5
999,movie,lava,"animation, family, musical",3.5
1007,movie,lego star wars: the new yoda chronicles - clash of the skywalkers,"action-adventure, animation, comedy",3.6
1008,movie,lego star wars: the new yoda chronicles - raid on coruscant,"action-adventure, animation, comedy",3.5
